-- GH#19 S6 (task #120) saw/invSaw reference instrument --
ARM base
REFERENCE-FAMILY every reference is built from the cell's OWN stretch mix law; kmax = floor((sr/2)/f0); no cross-stretch and no cross-family borrowing.
BAND-DECL b1_lo=100.000 b1_hi=5000.000 eff_lo=0.000 eff_rule=analytic eff_hi_cycles=0.500000000
    (e) Parseval absolute, rect window: band pq=0.0817037530244 vs direct 0.0817037530244  MEAN SQUARES AGREE (ok)
    (e) Parseval absolute, hann window: band pq=0.0822977645655 vs direct 0.0822977645655  MEAN SQUARES AGREE (ok)
    (e) Parseval ratio, rect window: band db=-19.032150581144 vs res_db=-19.032150581144  max|diff|=1.42e-13  BAND == RECT (ok)
    (e) PASSED
ALIGN-GATE ok=168 checked=168 bad=0 first_bad=-
ARM-MEASURED arm=base cells=168
-- BEGIN MATRIX static
  Columns are inherited unchanged from S3's static block, with `stretch` and
  `max_abs_out` added: `stretch` says which segment of the morph ring the cell sits on
  (the reference must come from THAT stretch's own mix law), and `max_abs_out` is the
  quantity the anti-phase-midpoint equality criterion is stated on.
  Columns are printed to 17 significant digits: the two arms' matrices are compared cell
  by cell, and a rounded column would make 'the arms agree' a statement about the
  rounding rather than about the DSP.

id sr f0 morph stretch A fund dc res_db res_1k5k_db res_effbd_db kmax max_abs_out
vco_a_sawmix_48000_880_m18750 48000 880 0.1875 0 0.49993611350335987 0.15909153173162255 0.0001867675778235451 -16.409493694142107 -23.503897801345648 -16.397460337378881 27 0.24999999999872102
vco_a_sawmix_88200_220_m18750 88200 220 0.1875 0 0.49997367943126703 0.15934673736775934 -0.00019319495540071714 -25.017859134025397 -35.406241005027773 -25.108015604040155 200 0.24999999999898925
vco_a_sawmix_88200_440_m18750 88200 440 0.1875 0 0.49997738750989401 0.15898195222260417 0.00037654954232365723 -22.081202656966546 -32.280121510845518 -22.09738547194846 100 0.24999999999878497
vco_a_sawmix_88200_880_m18750 88200 880 0.1875 0 0.49999989803156814 0.15930936673297008 -4.0357946602685539e-05 -19.137525152353984 -28.991541710367265 -19.126971936198636 50 0.24999999999756994
vco_a_sawmix_96000_220_m18750 96000 220 0.1875 0 0.49997483272919185 0.15995099026311907 0.00029418945308733332 -25.376784962417048 -36.088552707267361 -25.482281331298143 218 0.24999999999890932
vco_a_sawmix_96000_440_m18750 96000 440 0.1875 0 0.49995783482387185 0.15902783260375311 -5.2490234450363726e-05 -22.401224864186599 -33.008439578435734 -22.47162266359226 109 0.24999999999781863
vco_a_sawmix_96000_880_m18750 96000 880 0.1875 0 0.49992831693524753 0.15928653238679985 0.00023071289047427255 -19.373123414039661 -29.962716743785677 -19.417032075781272 54 0.24999999999936051
vco_a_sawmix_44100_220_m25000 44100 220 0.25 0 0.49997738750989396 0.31796390444520833 0.00075309908464731446 -22.081202656966546 -29.300541473868591 -22.09738547194846 100 0.49999999999756994
vco_a_sawmix_44100_440_m25000 44100 440 0.25 0 0.4999998980315683 0.31861873346594016 -8.0715893205371078e-05 -19.137525152353984 -26.250023908013162 -19.12697193619864 50 0.49999999999513989
vco_a_sawmix_44100_880_m25000 44100 880 0.25 0 0.50000675016322427 0.31836419213296097 2.1673682339257844e-05 -16.128053910915703 -23.160438139941441 -16.118958572044008 25 0.49999999999027978
vco_a_sawmix_48000_220_m25000 48000 220 0.25 0 0.49995783482387185 0.31805566520750622 -0.00010498046890072745 -22.401224864186599 -30.088563913427009 -22.47162266359226 109 0.49999999999563727
vco_a_sawmix_48000_440_m25000 48000 440 0.25 0 0.49992831693524714 0.3185730647735997 0.0004614257809485451 -19.37312341403965 -26.964610614526286 -19.417032075781261 54 0.49999999999872102
vco_a_sawmix_48000_880_m25000 48000 880 0.25 0 0.49993611350335987 0.3181830634632451 0.00037353515564709019 -16.409493694142103 -23.503897801345648 -16.397460337378881 27 0.49999999999744205
vco_a_sawmix_88200_220_m25000 88200 220 0.25 0 0.49997367943126697 0.31869347473551868 -0.00038638991080143428 -25.017859134025397 -35.406241005027773 -25.108015604040155 200 0.49999999999797851
vco_a_sawmix_88200_440_m25000 88200 440 0.25 0 0.49997738750989396 0.31796390444520833 0.00075309908464731446 -22.081202656966546 -32.280121510845518 -22.09738547194846 100 0.49999999999756994
vco_a_sawmix_88200_880_m25000 88200 880 0.25 0 0.4999998980315683 0.31861873346594016 -8.0715893205371078e-05 -19.137525152353984 -28.991541710367265 -19.12697193619864 50 0.49999999999513989
vco_a_sawmix_96000_220_m25000 96000 220 0.25 0 0.49997483272919185 0.31990198052623814 0.00058837890617466663 -25.376784962417048 -36.088552707267368 -25.482281331298143 218 0.49999999999781863
vco_a_sawmix_96000_440_m25000 96000 440 0.25 0 0.49995783482387185 0.31805566520750622 -0.00010498046890072745 -22.401224864186599 -33.008439578435734 -22.47162266359226 109 0.49999999999563727
vco_a_sawmix_96000_880_m25000 96000 880 0.25 0 0.49992831693524714 0.3185730647735997 0.0004614257809485451 -19.37312341403965 -29.962716743785673 -19.417032075781261 54 0.49999999999872102
vco_b_sawmix_44100_220_m0 44100 220 0 0 0.49997738750989396 0.31796390444520833 -0.00075309908464731446 -22.081202656966546 -29.300541473868591 -22.09738547194846 100 0.49999999999756994
vco_b_sawmix_44100_440_m0 44100 440 0 0 0.4999998980315683 0.31861873346594016 8.0715893205371078e-05 -19.137525152353984 -26.250023908013162 -19.12697193619864 50 0.49999999999513989
vco_b_sawmix_44100_880_m0 44100 880 0 0 0.50000675016322427 0.31836419213296097 -2.1673682339257844e-05 -16.128053910915703 -23.160438139941441 -16.118958572044008 25 0.49999999999027978
vco_b_sawmix_48000_220_m0 48000 220 0 0 0.49995783482387185 0.31805566520750622 0.00010498046890072745 -22.401224864186599 -30.088563913427009 -22.47162266359226 109 0.49999999999563727
vco_b_sawmix_48000_440_m0 48000 440 0 0 0.49992831693524714 0.3185730647735997 -0.0004614257809485451 -19.37312341403965 -26.964610614526286 -19.417032075781261 54 0.49999999999872102
vco_b_sawmix_48000_880_m0 48000 880 0 0 0.49993611350335987 0.3181830634632451 -0.00037353515564709019 -16.409493694142103 -23.503897801345648 -16.397460337378881 27 0.49999999999744205
vco_b_sawmix_88200_220_m0 88200 220 0 0 0.49997367943126697 0.31869347473551868 0.00038638991080143428 -25.017859134025397 -35.406241005027773 -25.108015604040155 200 0.49999999999797851
vco_b_sawmix_88200_440_m0 88200 440 0 0 0.49997738750989396 0.31796390444520833 -0.00075309908464731446 -22.081202656966546 -32.280121510845518 -22.09738547194846 100 0.49999999999756994
vco_b_sawmix_88200_880_m0 88200 880 0 0 0.4999998980315683 0.31861873346594016 8.0715893205371078e-05 -19.137525152353984 -28.991541710367265 -19.12697193619864 50 0.49999999999513989
vco_b_sawmix_96000_220_m0 96000 220 0 0 0.49997483272919185 0.31990198052623814 -0.00058837890617466663 -25.376784962417048 -36.088552707267368 -25.482281331298143 218 0.49999999999781863
vco_b_sawmix_96000_440_m0 96000 440 0 0 0.49995783482387185 0.31805566520750622 0.00010498046890072745 -22.401224864186599 -33.008439578435734 -22.47162266359226 109 0.49999999999563727
vco_b_sawmix_96000_880_m0 96000 880 0 0 0.49992831693524714 0.3185730647735997 -0.0004614257809485451 -19.37312341403965 -29.962716743785673 -19.417032075781261 54 0.49999999999872102
vco_b_sawmix_44100_220_m6250 44100 220 0.0625 0 0.49997738750989401 0.15898195222260417 -0.00037654954232365723 -22.081202656966546 -29.300541473868591 -22.09738547194846 100 0.24999999999878497
vco_b_sawmix_44100_440_m6250 44100 440 0.0625 0 0.49999989803156814 0.15930936673297008 4.0357946602685539e-05 -19.137525152353984 -26.250023908013155 -19.126971936198636 50 0.24999999999756994
vco_b_sawmix_44100_880_m6250 44100 880 0.0625 0 0.50000675016322427 0.15918209606648048 -1.0836841169628922e-05 -16.1280539109157 -23.160438139941441 -16.118958572044004 25 0.24999999999513989
vco_b_sawmix_48000_220_m6250 48000 220 0.0625 0 0.49995783482387185 0.15902783260375311 5.2490234450363726e-05 -22.401224864186599 -30.088563913427016 -22.47162266359226 109 0.24999999999781863
vco_b_sawmix_48000_440_m6250 48000 440 0.0625 0 0.49992831693524753 0.15928653238679985 -0.00023071289047427255 -19.373123414039661 -26.96461061452629 -19.417032075781272 54 0.24999999999936051
vco_b_sawmix_48000_880_m6250 48000 880 0.0625 0 0.49993611350335987 0.15909153173162255 -0.0001867675778235451 -16.409493694142107 -23.503897801345648 -16.397460337378881 27 0.24999999999872102
vco_b_sawmix_88200_220_m6250 88200 220 0.0625 0 0.49997367943126703 0.15934673736775934 0.00019319495540071714 -25.017859134025397 -35.406241005027773 -25.108015604040155 200 0.24999999999898925
vco_b_sawmix_88200_440_m6250 88200 440 0.0625 0 0.49997738750989401 0.15898195222260417 -0.00037654954232365723 -22.081202656966546 -32.280121510845518 -22.09738547194846 100 0.24999999999878497
vco_b_sawmix_88200_880_m6250 88200 880 0.0625 0 0.49999989803156814 0.15930936673297008 4.0357946602685539e-05 -19.137525152353984 -28.991541710367265 -19.126971936198636 50 0.24999999999756994
vco_b_sawmix_96000_220_m6250 96000 220 0.0625 0 0.49997483272919185 0.15995099026311907 -0.00029418945308733332 -25.376784962417048 -36.088552707267361 -25.482281331298143 218 0.24999999999890932
vco_b_sawmix_96000_440_m6250 96000 440 0.0625 0 0.49995783482387185 0.15902783260375311 5.2490234450363726e-05 -22.401224864186599 -33.008439578435734 -22.47162266359226 109 0.24999999999781863
vco_b_sawmix_96000_880_m6250 96000 880 0.0625 0 0.49992831693524753 0.15928653238679985 -0.00023071289047427255 -19.373123414039661 -29.962716743785677 -19.417032075781272 54 0.24999999999936051
vco_b_sawmix_44100_220_m18750 44100 220 0.1875 0 0.49997738750989401 0.15898195222260417 0.00037654954232365723 -22.081202656966546 -29.300541473868591 -22.09738547194846 100 0.24999999999878497
vco_b_sawmix_44100_440_m18750 44100 440 0.1875 0 0.49999989803156814 0.15930936673297008 -4.0357946602685539e-05 -19.137525152353984 -26.250023908013155 -19.126971936198636 50 0.24999999999756994
vco_b_sawmix_44100_880_m18750 44100 880 0.1875 0 0.50000675016322427 0.15918209606648048 1.0836841169628922e-05 -16.1280539109157 -23.160438139941441 -16.118958572044004 25 0.24999999999513989
vco_b_sawmix_48000_220_m18750 48000 220 0.1875 0 0.49995783482387185 0.15902783260375311 -5.2490234450363726e-05 -22.401224864186599 -30.088563913427016 -22.47162266359226 109 0.24999999999781863
vco_b_sawmix_48000_440_m18750 48000 440 0.1875 0 0.49992831693524753 0.15928653238679985 0.00023071289047427255 -19.373123414039661 -26.96461061452629 -19.417032075781272 54 0.24999999999936051
vco_b_sawmix_48000_880_m18750 48000 880 0.1875 0 0.49993611350335987 0.15909153173162255 0.0001867675778235451 -16.409493694142107 -23.503897801345648 -16.397460337378881 27 0.24999999999872102
vco_b_sawmix_88200_220_m18750 88200 220 0.1875 0 0.49997367943126703 0.15934673736775934 -0.00019319495540071714 -25.017859134025397 -35.406241005027773 -25.108015604040155 200 0.24999999999898925
vco_b_sawmix_88200_440_m18750 88200 440 0.1875 0 0.49997738750989401 0.15898195222260417 0.00037654954232365723 -22.081202656966546 -32.280121510845518 -22.09738547194846 100 0.24999999999878497
vco_b_sawmix_88200_880_m18750 88200 880 0.1875 0 0.49999989803156814 0.15930936673297008 -4.0357946602685539e-05 -19.137525152353984 -28.991541710367265 -19.126971936198636 50 0.24999999999756994
vco_b_sawmix_96000_220_m18750 96000 220 0.1875 0 0.49997483272919185 0.15995099026311907 0.00029418945308733332 -25.376784962417048 -36.088552707267361 -25.482281331298143 218 0.24999999999890932
vco_b_sawmix_96000_440_m18750 96000 440 0.1875 0 0.49995783482387185 0.15902783260375311 -5.2490234450363726e-05 -22.401224864186599 -33.008439578435734 -22.47162266359226 109 0.24999999999781863
vco_b_sawmix_96000_880_m18750 96000 880 0.1875 0 0.49992831693524753 0.15928653238679985 0.00023071289047427255 -19.373123414039661 -29.962716743785677 -19.417032075781272 54 0.24999999999936051
vco_b_sawmix_44100_220_m25000 44100 220 0.25 0 0.49997738750989396 0.31796390444520833 0.00075309908464731446 -22.081202656966546 -29.300541473868591 -22.09738547194846 100 0.49999999999756994
vco_b_sawmix_44100_440_m25000 44100 440 0.25 0 0.4999998980315683 0.31861873346594016 -8.0715893205371078e-05 -19.137525152353984 -26.250023908013162 -19.12697193619864 50 0.49999999999513989
vco_b_sawmix_44100_880_m25000 44100 880 0.25 0 0.50000675016322427 0.31836419213296097 2.1673682339257844e-05 -16.128053910915703 -23.160438139941441 -16.118958572044008 25 0.49999999999027978
vco_b_sawmix_48000_220_m25000 48000 220 0.25 0 0.49995783482387185 0.31805566520750622 -0.00010498046890072745 -22.401224864186599 -30.088563913427009 -22.47162266359226 109 0.49999999999563727
vco_b_sawmix_48000_440_m25000 48000 440 0.25 0 0.49992831693524714 0.3185730647735997 0.0004614257809485451 -19.37312341403965 -26.964610614526286 -19.417032075781261 54 0.49999999999872102
vco_b_sawmix_48000_880_m25000 48000 880 0.25 0 0.49993611350335987 0.3181830634632451 0.00037353515564709019 -16.409493694142103 -23.503897801345648 -16.397460337378881 27 0.49999999999744205
vco_b_sawmix_88200_220_m25000 88200 220 0.25 0 0.49997367943126697 0.31869347473551868 -0.00038638991080143428 -25.017859134025397 -35.406241005027773 -25.108015604040155 200 0.49999999999797851
vco_b_sawmix_88200_440_m25000 88200 440 0.25 0 0.49997738750989396 0.31796390444520833 0.00075309908464731446 -22.081202656966546 -32.280121510845518 -22.09738547194846 100 0.49999999999756994
vco_b_sawmix_88200_880_m25000 88200 880 0.25 0 0.4999998980315683 0.31861873346594016 -8.0715893205371078e-05 -19.137525152353984 -28.991541710367265 -19.12697193619864 50 0.49999999999513989
vco_b_sawmix_96000_220_m25000 96000 220 0.25 0 0.49997483272919185 0.31990198052623814 0.00058837890617466663 -25.376784962417048 -36.088552707267368 -25.482281331298143 218 0.49999999999781863
vco_b_sawmix_96000_440_m25000 96000 440 0.25 0 0.49995783482387185 0.31805566520750622 -0.00010498046890072745 -22.401224864186599 -33.008439578435734 -22.47162266359226 109 0.49999999999563727
vco_b_sawmix_96000_880_m25000 96000 880 0.25 0 0.49992831693524714 0.3185730647735997 0.0004614257809485451 -19.37312341403965 -29.962716743785673 -19.417032075781261 54 0.49999999999872102
vco_a_sawmix_44100_440_m31250 44100 440 0.3125 1 0.50000000675415557 0.3639414091982755 -0.00010073251999968522 -21.718643969552659 -28.91725953607672 -21.711129205679192 50 0.37613019012535148
vco_a_sawmix_48000_440_m31250 48000 440 0.3125 1 0.49996000711280758 0.36402016993502029 0.00048282171702448398 -21.957188429820942 -29.632409636582523 -21.999997460204579 54 0.37613009903203576
vco_a_sawmix_88200_440_m31250 88200 440 0.3125 1 0.499987459177265 0.36323402944835759 0.00092442425351266266 -24.649750259094482 -34.947535372787549 -24.669964685061927 100 0.37613019012534715
vco_a_sawmix_96000_440_m31250 96000 440 0.3125 1 0.49997655858282397 0.36348891102130487 -0.0001653156533810181 -24.973711347598982 -35.676022621780888 -25.043382402043804 109 0.37613019687194787
vco_a_sawmix_44100_440_m37500 44100 440 0.375 1 0.50000005413791959 0.40926408498791145 -0.00012074914679399988 -25.616346079634432 -32.877652108074351 -25.611947243733518 50 0.38777530972963514
vco_a_sawmix_48000_440_m37500 48000 440 0.375 1 0.49998334180591547 0.4094672953733513 0.0005042176531004246 -25.857859342796345 -33.593218096839337 -25.899950819023097 54 0.38777543583577556
vco_a_sawmix_88200_440_m37500 88200 440 0.375 1 0.49999485851903397 0.40850416498099662 0.0010957494223780219 -28.538509897788362 -38.908059610146452 -28.562324277473902 100 0.38777530972958407
vco_a_sawmix_96000_440_m37500 96000 440 0.375 1 0.49999033488200584 0.40892216271352755 -0.00022565083786129823 -28.866296416651611 -39.636672154197029 -28.935142391645499 109 0.38777543583575075
vco_a_sawmix_44100_440_m43750 44100 440 0.4375 1 0.50000004533651232 0.45458676081770183 -0.00014076577358831442 -32.23861105879984 -39.534258822918197 -32.236854210054993 50 0.4396128403289436
vco_a_sawmix_48000_440_m43750 48000 440 0.4375 1 0.49999613666143194 0.45491443501144113 0.0005256135891763586 -32.482601505668086 -40.250053633968349 -32.524397559916139 54 0.43961237742993392
vco_a_sawmix_88200_440_m43750 88200 440 0.4375 1 0.49999886717356984 0.45377430789174794 0.0012670745912433659 -35.156226890797562 -45.5647382853886 -35.18267704686896 100 0.43961284032893333
vco_a_sawmix_96000_440_m43750 96000 440 0.4375 1 0.49999783106213097 0.45435541852072819 -0.00028598602234158481 -35.487085886103642 -46.293419576152445 -35.555172550826065 109 0.43961264557080426
vco_b_sawmix_44100_440_m31250 44100 440 0.3125 1 0.50000000675415557 0.3639414091982755 -0.00010073251999968522 -21.718643969552659 -28.91725953607672 -21.711129205679192 50 0.37613019012535148
vco_b_sawmix_48000_440_m31250 48000 440 0.3125 1 0.49996000711280758 0.36402016993502029 0.00048282171702448398 -21.957188429820942 -29.632409636582523 -21.999997460204579 54 0.37613009903203576
vco_b_sawmix_88200_440_m31250 88200 440 0.3125 1 0.499987459177265 0.36323402944835759 0.00092442425351266266 -24.649750259094482 -34.947535372787549 -24.669964685061927 100 0.37613019012534715
vco_b_sawmix_96000_440_m31250 96000 440 0.3125 1 0.49997655858282397 0.36348891102130487 -0.0001653156533810181 -24.973711347598982 -35.676022621780888 -25.043382402043804 109 0.37613019687194787
vco_b_sawmix_44100_440_m37500 44100 440 0.375 1 0.50000005413791959 0.40926408498791145 -0.00012074914679399988 -25.616346079634432 -32.877652108074351 -25.611947243733518 50 0.38777530972963514
vco_b_sawmix_48000_440_m37500 48000 440 0.375 1 0.49998334180591547 0.4094672953733513 0.0005042176531004246 -25.857859342796345 -33.593218096839337 -25.899950819023097 54 0.38777543583577556
vco_b_sawmix_88200_440_m37500 88200 440 0.375 1 0.49999485851903397 0.40850416498099662 0.0010957494223780219 -28.538509897788362 -38.908059610146452 -28.562324277473902 100 0.38777530972958407
vco_b_sawmix_96000_440_m37500 96000 440 0.375 1 0.49999033488200584 0.40892216271352755 -0.00022565083786129823 -28.866296416651611 -39.636672154197029 -28.935142391645499 109 0.38777543583575075
vco_b_sawmix_44100_440_m43750 44100 440 0.4375 1 0.50000004533651232 0.45458676081770183 -0.00014076577358831442 -32.23861105879984 -39.534258822918197 -32.236854210054993 50 0.4396128403289436
vco_b_sawmix_48000_440_m43750 48000 440 0.4375 1 0.49999613666143194 0.45491443501144113 0.0005256135891763586 -32.482601505668086 -40.250053633968349 -32.524397559916139 54 0.43961237742993392
vco_b_sawmix_88200_440_m43750 88200 440 0.4375 1 0.49999886717356984 0.45377430789174794 0.0012670745912433659 -35.156226890797562 -45.5647382853886 -35.18267704686896 100 0.43961284032893333
vco_b_sawmix_96000_440_m43750 96000 440 0.4375 1 0.49999783106213097 0.45435541852072819 -0.00028598602234158481 -35.487085886103642 -46.293419576152445 -35.555172550826065 109 0.43961264557080426
vco_a_sawmix_44100_440_m12500 44100 440 0.125 0 nan 0 0 nan nan nan 50 0
vco_a_sawmix_48000_440_m12500 48000 440 0.125 0 nan 0 0 nan nan nan 54 0
vco_a_sawmix_88200_440_m12500 88200 440 0.125 0 nan 0 0 nan nan nan 100 0
vco_a_sawmix_96000_440_m12500 96000 440 0.125 0 nan 0 0 nan nan nan 109 0
vco_a_sawmix_44100_440_m50000 44100 440 0.5 1 0.50000000000011369 0.49990943667673055 -0.00016078240038262922 -193.1702105564745 -197.90849843522366 -197.90849774088633 50 0.49999987312909427
vco_a_sawmix_48000_440_m50000 48000 440 0.5 1 0.49999999999992101 0.50036158498006345 0.00054700952525229423 -196.07628643970318 -197.96296985590692 -197.96296904543232 54 0.5
vco_a_sawmix_88200_440_m50000 88200 440 0.5 1 0.49999999999997263 0.49904445617272475 0.0014383997601087111 -199.16803156269049 -203.92901371357848 -203.92901242167721 100 0.4999998731290099
vco_a_sawmix_96000_440_m50000 96000 440 0.5 1 0.49999999999998496 0.49978867732069576 -0.00034632120682186792 -202.06684070092069 -203.98332653391424 -203.98332433390411 109 0.5
vco_b_sawmix_44100_440_m12500 44100 440 0.125 0 nan 0 0 nan nan nan 50 0
vco_b_sawmix_48000_440_m12500 48000 440 0.125 0 nan 0 0 nan nan nan 54 0
vco_b_sawmix_88200_440_m12500 88200 440 0.125 0 nan 0 0 nan nan nan 100 0
vco_b_sawmix_96000_440_m12500 96000 440 0.125 0 nan 0 0 nan nan nan 109 0
vco_b_sawmix_44100_440_m50000 44100 440 0.5 1 0.50000000000011369 0.49990943667673055 -0.00016078240038262922 -193.1702105564745 -197.90849843522366 -197.90849774088633 50 0.49999987312909427
vco_b_sawmix_48000_440_m50000 48000 440 0.5 1 0.49999999999992101 0.50036158498006345 0.00054700952525229423 -196.07628643970318 -197.96296985590692 -197.96296904543232 54 0.5
vco_b_sawmix_88200_440_m50000 88200 440 0.5 1 0.49999999999997263 0.49904445617272475 0.0014383997601087111 -199.16803156269049 -203.92901371357848 -203.92901242167721 100 0.4999998731290099
